id	trial	item	anchor	answer	example
19_12_18_132540.txt_09	1	length	low	higher	nov·k
19_12_18_132540.txt_09	2	temperature	low	higher	kvÏten
19_12_18_132540.txt_09	3	unemployment	high	lower	Praha
19_12_18_132540.txt_09	4	days	low	higher	Merkur
19_12_18_132540.txt_09	5	distance	low	higher	Pa¯Ìû
19_12_18_132540.txt_09	6	salary	high	lower	d¯evorubec
19_12_18_132540.txt_09	7	age	high	lower	Babiö
19_12_18_132540.txt_09	8	weight	high	higher	lev
19_12_18_132540.txt_09	9	price	low	higher	ökoda
19_12_18_132540.txt_09	10	population	low	higher	NÏmecko
19_12_19_115749.txt_09	1	unemployment	low	higher	Praha
19_12_19_115749.txt_09	2	price	high	lower	Volkswagen
19_12_19_115749.txt_09	3	days	high	higher	Mars
19_12_19_115749.txt_09	4	salary	high	lower	ekonom
19_12_19_115749.txt_09	5	length	high	lower	Barbora
19_12_19_115749.txt_09	6	temperature	low	higher	leden
19_12_19_115749.txt_09	7	population	low	higher	NÏmecko
19_12_19_115749.txt_09	8	weight	high	higher	lev
19_12_19_115749.txt_09	9	age	low	higher	Babiö
19_12_19_115749.txt_09	10	distance	low	lower	BerlÌn
19_12_19_132800.txt_09	1	salary	low	lower	letuöka
19_12_19_132800.txt_09	2	length	high	lower	Anna
19_12_19_132800.txt_09	3	distance	high	lower	Bratislava
19_12_19_132800.txt_09	4	temperature	low	higher	kvÏten
19_12_19_132800.txt_09	5	population	low	higher	äpanÏlsko
19_12_19_132800.txt_09	6	unemployment	high	lower	Karlovarsk˝
19_12_19_132800.txt_09	7	age	high	lower	Bartoö
19_12_19_132800.txt_09	8	price	low	higher	audi
19_12_19_132800.txt_09	9	weight	high	lower	pes
19_12_19_132800.txt_09	10	days	low	higher	saturn
19_12_19_145548.txt_09	1	length	high	lower	Martin
19_12_19_145548.txt_09	2	population	low	higher	Norsko
19_12_19_145548.txt_09	3	age	low	higher	MarkÈta Pekarov· Adamov·
19_12_19_145548.txt_09	4	salary	high	lower	ProdavaË
19_12_19_145548.txt_09	5	unemployment	low	higher	⁄steck˝
19_12_19_145548.txt_09	6	weight	low	higher	MedvÏd
19_12_19_145548.txt_09	7	distance	high	lower	Budapeöù
19_12_19_145548.txt_09	8	temperature	low	higher	b¯ezen
19_12_19_145548.txt_09	9	price	high	lower	ökoda
19_12_19_145548.txt_09	10	days	high	lower	Jupiter
19_12_20_101927.txt_09	1	unemployment	low	higher	⁄steck˝ kraj
19_12_20_101927.txt_09	2	days	high	lower	ZemÏ
19_12_20_101927.txt_09	3	salary	high	lower	uklÌzeËka
19_12_20_101927.txt_09	4	length	high	lower	Jan
19_12_20_101927.txt_09	5	age	low	higher	Dominik Feri
19_12_20_101927.txt_09	6	price	low	higher	BMW
19_12_20_101927.txt_09	7	weight	high	lower	slon
19_12_20_101927.txt_09	8	distance	low	higher	VÌdeÚ
19_12_20_101927.txt_09	9	temperature	low	higher	kvÏten
19_12_20_101927.txt_09	10	population	low	higher	Francie
19_12_20_114942.txt_09	1	unemployment	low	higher	PARDUBICK›
19_12_20_114942.txt_09	2	price	high	higher	MERCEDES BENZ
19_12_20_114942.txt_09	3	population	low	higher	KALIFORNIE
19_12_20_114942.txt_09	4	distance	low	higher	LOND›N
19_12_20_114942.txt_09	5	weight	high	lower	RYS
19_12_20_114942.txt_09	6	days	high	lower	SATURN
19_12_20_114942.txt_09	7	length	high	lower	JAKUB
19_12_20_114942.txt_09	8	salary	low	higher	U»ITEL
19_12_20_114942.txt_09	9	temperature	low	higher	DUBEN
19_12_20_114942.txt_09	10	age	low	higher	ZAOR¡LEK
19_12_20_145138.txt_09	1	length	high	lower	JAN
19_12_20_145138.txt_09	2	price	low	lower	RENAULT
19_12_20_145138.txt_09	3	population	high	lower	SLOVENSKO
19_12_20_145138.txt_09	4	days	low	higher	PLUTO
19_12_20_145138.txt_09	5	age	low	higher	STÿEDULA
19_12_20_145138.txt_09	6	distance	low	higher	vÕDE“
19_12_20_145138.txt_09	7	unemployment	high	lower	⁄STECK›
19_12_20_145138.txt_09	8	temperature	high	lower	»ERVENEC
19_12_20_145138.txt_09	9	weight	high	lower	SLON
19_12_20_145138.txt_09	10	salary	low	higher	BARMAN
19_11_21_132628.txt_10	1	weight	low	higher	slon
19_11_21_132628.txt_10	2	age	low	higher	nevÌm
19_11_21_132628.txt_10	3	temperature	high	lower	leden
19_11_21_132628.txt_10	4	salary	high	lower	manaûer
19_11_21_132628.txt_10	5	days	high	lower	Saturn
19_11_21_132628.txt_10	6	population	low	higher	Lucembursko
19_11_21_132628.txt_10	7	distance	high	higher	KodaÚ
19_11_21_132628.txt_10	8	unemployment	low	higher	Jihomoravsk˝
19_11_21_132628.txt_10	9	length	high	lower	Jana
19_11_21_132628.txt_10	10	price	low	higher	Toyota
19_11_22_131527.txt_10	1	age	low	higher	Bartoö
19_11_22_131527.txt_10	2	salary	high	lower	robotnÌk
19_11_22_131527.txt_10	3	days	low	higher	zem
19_11_22_131527.txt_10	4	price	high	lower	ökoda
19_11_22_131527.txt_10	5	weight	low	higher	krava
19_11_22_131527.txt_10	6	population	low	higher	Slovensko
19_11_22_131527.txt_10	7	length	low	higher	Jan
19_11_22_131527.txt_10	8	temperature	low	higher	zima
19_11_22_131527.txt_10	9	unemployment	low	higher	VysoËina
19_11_22_131527.txt_10	10	distance	low	higher	ätokholm
19_11_22_143852.txt_10	1	length	high	lower	Marek
19_11_22_143852.txt_10	2	days	high	higher	Mars
19_11_22_143852.txt_10	3	age	high	lower	Krn·Ëov·
19_11_22_143852.txt_10	4	weight	low	higher	KoËka dom·cÌ
19_11_22_143852.txt_10	5	distance	high	higher	Oslo
19_11_22_143852.txt_10	6	salary	high	lower	lÈka¯
19_11_22_143852.txt_10	7	unemployment	high	lower	St¯edoËesk˝ kraj
19_11_22_143852.txt_10	8	temperature	low	higher	prosinec
19_11_22_143852.txt_10	9	population	low	higher	NÏmecko
19_11_22_143852.txt_10	10	price	low	higher	Fiat
19_11_26_131841.txt_10	1	population	high	lower	»esk· republika
19_11_26_131841.txt_10	2	length	low	higher	Hana
19_11_26_131841.txt_10	3	salary	low	higher	⁄ËetnÌ
19_11_26_131841.txt_10	4	distance	high	higher	Pa¯Ìû
19_11_26_131841.txt_10	5	price	low	higher	äkoda
19_11_26_131841.txt_10	6	temperature	high	lower	leden
19_11_26_131841.txt_10	7	weight	high	lower	zebra
19_11_26_131841.txt_10	8	unemployment	high	lower	Praha
19_11_26_131841.txt_10	9	age	low	higher	BÏlobr·dek
19_11_26_131841.txt_10	10	days	low	higher	Jupiter
19_11_26_143241.txt_10	1	days	low	higher	zemÏ
19_11_26_143241.txt_10	2	salary	low	higher	uËitel
19_11_26_143241.txt_10	3	price	high	lower	ökoda
19_11_26_143241.txt_10	4	distance	high	higher	Bratislava
19_11_26_143241.txt_10	5	temperature	high	lower	Ëervenec
19_11_26_143241.txt_10	6	population	low	higher	Lucembursko
19_11_26_143241.txt_10	7	unemployment	high	lower	VysoËina
19_11_26_143241.txt_10	8	age	low	higher	Dominik Feri
19_11_26_143241.txt_10	9	length	high	lower	Jan
19_11_26_143241.txt_10	10	weight	low	higher	Gorila
19_11_26_163206.txt_10	1	age	low	higher	Irena Shillerov·
19_11_26_163206.txt_10	2	salary	low	higher	ObchodnÌ z·stupce
19_11_26_163206.txt_10	3	distance	low	higher	Pa¯Ìû
19_11_26_163206.txt_10	4	days	high	lower	Saturn
19_11_26_163206.txt_10	5	weight	high	lower	Vlk
19_11_26_163206.txt_10	6	population	high	lower	NÏmecko
19_11_26_163206.txt_10	7	unemployment	low	higher	VysoËina
19_11_26_163206.txt_10	8	length	low	higher	Petr
19_11_26_163206.txt_10	9	temperature	high	lower	Duben
19_11_26_163206.txt_10	10	price	high	lower	äkoda
19_11_27_132159.txt_10	1	unemployment	high	lower	PlzeÚsk˝
19_11_27_132159.txt_10	2	length	high	lower	Lucie
19_11_27_132159.txt_10	3	weight	low	higher	Slon
19_11_27_132159.txt_10	4	distance	high	higher	Pa¯Ìû
19_11_27_132159.txt_10	5	age	high	lower	Kalousek
19_11_27_132159.txt_10	6	price	high	lower	äkoda
19_11_27_132159.txt_10	7	salary	low	higher	UklizeËka
19_11_27_132159.txt_10	8	days	high	lower	Neptun
19_11_27_132159.txt_10	9	temperature	low	higher	Srpen
19_11_27_132159.txt_10	10	population	low	higher	»esk· republika
19_11_27_145753.txt_10	1	age	low	higher	Dominik Feri
19_11_27_145753.txt_10	2	weight	low	higher	Lev
19_11_27_145753.txt_10	3	salary	low	lower	UklÌzeËka
19_11_27_145753.txt_10	4	distance	high	lower	BerlÌn
19_11_27_145753.txt_10	5	unemployment	high	lower	Olomouck˝
19_11_27_145753.txt_10	6	price	high	higher	Audi
19_11_27_145753.txt_10	7	population	low	higher	Lotyösko
19_11_27_145753.txt_10	8	days	low	higher	Jupiter
19_11_27_145753.txt_10	9	length	low	higher	Daniel
19_11_27_145753.txt_10	10	temperature	high	lower	Leden
19_11_27_162520.txt_10	1	days	low	higher	ZemÏ
19_11_27_162520.txt_10	2	price	high	lower	Citroen
19_11_27_162520.txt_10	3	length	high	lower	Tom·ö
19_11_27_162520.txt_10	4	salary	high	lower	UklÌzeËka
19_11_27_162520.txt_10	5	population	low	higher	Rakousko
19_11_27_162520.txt_10	6	temperature	high	lower	Duben
19_11_27_162520.txt_10	7	unemployment	low	higher	Moravskoslezsk˝
19_11_27_162520.txt_10	8	weight	high	lower	éelva
19_11_27_162520.txt_10	9	age	low	higher	Miroslav Kalousek
19_11_27_162520.txt_10	10	distance	low	higher	Pa¯Ìû
19_11_28_125700.txt_10	1	distance	low	higher	Pa¯Ìû
19_11_28_125700.txt_10	2	temperature	high	lower	Listopad
19_11_28_125700.txt_10	3	days	low	higher	ZemÏ
19_11_28_125700.txt_10	4	weight	low	higher	Slon
19_11_28_125700.txt_10	5	unemployment	low	higher	St¯edoËesk˝
19_11_28_125700.txt_10	6	price	high	lower	äkoda Auto
19_11_28_125700.txt_10	7	salary	high	lower	Sekret·¯ka
19_11_28_125700.txt_10	8	age	low	higher	Zaor·lek
19_11_28_125700.txt_10	9	population	high	lower	»esk· Republika
19_11_28_125700.txt_10	10	length	high	lower	Jan
19_11_29_130217.txt_10	1	unemployment	low	higher	St¯edoËesk˝
19_11_29_130217.txt_10	2	temperature	high	lower	¯Ìjen
19_11_29_130217.txt_10	3	length	low	higher	Alena
19_11_29_130217.txt_10	4	price	high	lower	ökoda auto
19_11_29_130217.txt_10	5	days	low	higher	saturn
19_11_29_130217.txt_10	6	population	low	higher	Lotyösko
19_11_29_130217.txt_10	7	distance	low	higher	BerlÌn
19_11_29_130217.txt_10	8	age	low	higher	Kalousek
19_11_29_130217.txt_10	9	weight	low	higher	Gepard
19_11_29_130217.txt_10	10	salary	high	lower	Zuba¯
19_11_29_145241.txt_10	1	age	low	higher	Miroslav Kalousek
19_11_29_145241.txt_10	2	population	high	lower	Slovensko
19_11_29_145241.txt_10	3	salary	high	lower	UËitel
19_11_29_145241.txt_10	4	price	high	lower	äkoda
19_11_29_145241.txt_10	5	unemployment	low	higher	Praha
19_11_29_145241.txt_10	6	distance	low	higher	BerlÌn
19_11_29_145241.txt_10	7	temperature	high	lower	»erven
19_11_29_145241.txt_10	8	length	high	lower	Emil
19_11_29_145241.txt_10	9	days	high	higher	Jupiter
19_11_29_145241.txt_10	10	weight	low	higher	Gorila
19_11_29_160840.txt_10	1	unemployment	low	higher	Moravskoslezsk˝
19_11_29_160840.txt_10	2	weight	low	higher	ûirafa
19_11_29_160840.txt_10	3	distance	low	higher	Madrid
19_11_29_160840.txt_10	4	population	low	higher	Nemecko
19_11_29_160840.txt_10	5	age	high	lower	Kalousek
19_11_29_160840.txt_10	6	temperature	high	lower	˙nor
19_11_29_160840.txt_10	7	days	low	higher	Saturn
19_11_29_160840.txt_10	8	length	high	lower	Michal
19_11_29_160840.txt_10	9	price	low	higher	BMW
19_11_29_160840.txt_10	10	salary	high	lower	prodavaË
19_12_02_162124.txt_10	1	distance	low	higher	Bratislava
19_12_02_162124.txt_10	2	price	low	higher	Kia
19_12_02_162124.txt_10	3	age	high	lower	Dominik Feri
19_12_02_162124.txt_10	4	unemployment	low	higher	⁄steck˝
19_12_02_162124.txt_10	5	length	low	higher	Marie
19_12_02_162124.txt_10	6	salary	high	lower	ProdavaË
19_12_02_162124.txt_10	7	population	low	higher	Francie
19_12_02_162124.txt_10	8	days	low	higher	Merkur
19_12_02_162124.txt_10	9	temperature	high	lower	Listopad
19_12_02_162124.txt_10	10	weight	low	higher	Tygr
19_12_03_112737.txt_10	1	length	high	lower	ÿez·Ëov·
19_12_03_112737.txt_10	2	distance	high	higher	Lond˝n
19_12_03_112737.txt_10	3	age	low	higher	Dominik Ferri
19_12_03_112737.txt_10	4	salary	high	lower	Security
19_12_03_112737.txt_10	5	days	high	lower	Merkur
19_12_03_112737.txt_10	6	unemployment	low	higher	⁄steck˝
19_12_03_112737.txt_10	7	temperature	high	lower	B¯ezen
19_12_03_112737.txt_10	8	price	high	lower	äkoda
19_12_03_112737.txt_10	9	population	low	higher	Rumunsko
19_12_03_112737.txt_10	10	weight	low	higher	Slon
19_12_03_131934.txt_10	1	distance	low	higher	BerlÌn
19_12_03_131934.txt_10	2	weight	high	lower	Slon
19_12_03_131934.txt_10	3	length	high	lower	Jaroslav
19_12_03_131934.txt_10	4	population	high	lower	SpojenÈ kr·lovstvÌ
19_12_03_131934.txt_10	5	temperature	high	lower	Leden
19_12_03_131934.txt_10	6	salary	low	higher	Ryb·¯
19_12_03_131934.txt_10	7	price	high	lower	Peugeot
19_12_03_131934.txt_10	8	unemployment	high	lower	Moravskoslezsk˝
19_12_03_131934.txt_10	9	days	low	higher	Saturn
19_12_03_131934.txt_10	10	age	low	higher	Jaroslav Foldyna
19_12_03_143733.txt_10	1	age	low	higher	Babiö
19_12_03_143733.txt_10	2	weight	high	lower	tygr
19_12_03_143733.txt_10	3	price	high	lower	mercedes
19_12_03_143733.txt_10	4	length	high	lower	daniela
19_12_03_143733.txt_10	5	salary	low	higher	automechanik
19_12_03_143733.txt_10	6	days	high	lower	merkur
19_12_03_143733.txt_10	7	distance	high	lower	pa¯Ìû
19_12_03_143733.txt_10	8	population	high	lower	nÏmecko
19_12_03_143733.txt_10	9	unemployment	high	lower	st¯edoËesk˝
19_12_03_143733.txt_10	10	temperature	low	higher	leden
19_12_04_132306.txt_10	1	length	high	lower	Karel
19_12_04_132306.txt_10	2	population	low	higher	»esk· republika
19_12_04_132306.txt_10	3	price	high	lower	äkoda
19_12_04_132306.txt_10	4	salary	high	lower	UËitel
19_12_04_132306.txt_10	5	unemployment	high	lower	St¯edoËesk˝
19_12_04_132306.txt_10	6	temperature	low	higher	Ëervenec
19_12_04_132306.txt_10	7	days	low	higher	ZemÏ
19_12_04_132306.txt_10	8	distance	high	lower	Bratislava
19_12_04_132306.txt_10	9	age	high	lower	PospÌöil
19_12_04_132306.txt_10	10	weight	low	higher	Slon
19_12_04_144223.txt_10	1	distance	high	lower	Bratislava
19_12_04_144223.txt_10	2	population	low	lower	NÏmecko
19_12_04_144223.txt_10	3	unemployment	high	lower	Karlovarsk˝
19_12_04_144223.txt_10	4	price	high	higher	äkoda
19_12_04_144223.txt_10	5	temperature	low	higher	leden
19_12_04_144223.txt_10	6	age	low	higher	Marek Hilöer
19_12_04_144223.txt_10	7	salary	high	lower	uËitel
19_12_04_144223.txt_10	8	days	low	higher	Mars
19_12_04_144223.txt_10	9	length	high	lower	Kate¯ina
19_12_04_144223.txt_10	10	weight	low	higher	opice
19_12_04_162152.txt_10	1	days	high	higher	Venuöe
19_12_04_162152.txt_10	2	population	high	lower	NÏmecko
19_12_04_162152.txt_10	3	age	low	higher	Ham·Ëek
19_12_04_162152.txt_10	4	weight	high	higher	slon
19_12_04_162152.txt_10	5	unemployment	low	higher	st¯edoËesk˝
19_12_04_162152.txt_10	6	length	low	higher	Andrea
19_12_04_162152.txt_10	7	temperature	low	higher	Ëervenec
19_12_04_162152.txt_10	8	price	high	lower	äkoda
19_12_04_162152.txt_10	9	salary	high	lower	˙ËetnÌ
19_12_04_162152.txt_10	10	distance	low	higher	BerlÌn
19_12_05_115138.txt_10	1	length	high	lower	josef
19_12_05_115138.txt_10	2	temperature	low	higher	Ëervenec
19_12_05_115138.txt_10	3	age	high	lower	75 let
19_12_05_115138.txt_10	4	price	low	higher	äkoda
19_12_05_115138.txt_10	5	distance	low	higher	Bratislava
19_12_05_115138.txt_10	6	unemployment	low	higher	˙steck˝
19_12_05_115138.txt_10	7	salary	high	lower	pokladnÌ
19_12_05_115138.txt_10	8	days	high	lower	Venuöe
19_12_05_115138.txt_10	9	population	low	higher	NÏmecko
19_12_05_115138.txt_10	10	weight	low	higher	slon
19_12_05_132130.txt_10	1	price	high	lower	äkoda
19_12_05_132130.txt_10	2	population	high	lower	It·lie
19_12_05_132130.txt_10	3	distance	low	higher	Bratislava
19_12_05_132130.txt_10	4	temperature	low	higher	Duben
19_12_05_132130.txt_10	5	unemployment	high	lower	Praha
19_12_05_132130.txt_10	6	age	low	higher	Jaroö
19_12_05_132130.txt_10	7	length	low	higher	Lucie
19_12_05_132130.txt_10	8	salary	low	higher	IT specialista
19_12_05_132130.txt_10	9	weight	low	higher	Tygr
19_12_05_132130.txt_10	10	days	low	higher	Jupiter
19_12_09_162904.txt_10	1	days	low	higher	ZemÏ
19_12_09_162904.txt_10	2	salary	low	higher	uËitelka
19_12_09_162904.txt_10	3	temperature	low	higher	leden
19_12_09_162904.txt_10	4	weight	high	lower	slon
19_12_09_162904.txt_10	5	population	high	lower	»esk· republika
19_12_09_162904.txt_10	6	distance	high	lower	BerlÌn
19_12_09_162904.txt_10	7	unemployment	high	lower	Karlovarsk˝
19_12_09_162904.txt_10	8	price	low	higher	Volkswagen
19_12_09_162904.txt_10	9	age	high	lower	Andrej Babiö
19_12_09_162904.txt_10	10	length	high	lower	Tereza
19_12_10_112148.txt_10	1	salary	high	lower	asistent pedagoga
19_12_10_112148.txt_10	2	unemployment	low	higher	⁄steck˝
19_12_10_112148.txt_10	3	age	low	higher	Andrej Babiö
19_12_10_112148.txt_10	4	population	low	lower	It·lie
19_12_10_112148.txt_10	5	distance	low	higher	VÌdeÚ
19_12_10_112148.txt_10	6	days	low	lower	Jupiter
19_12_10_112148.txt_10	7	weight	low	higher	koËka
19_12_10_112148.txt_10	8	length	low	higher	Marie
19_12_10_112148.txt_10	9	price	low	higher	äkoda
19_12_10_112148.txt_10	10	temperature	high	lower	leden
19_12_10_143812.txt_10	1	age	high	lower	politik
19_12_10_143812.txt_10	2	distance	high	lower	berlin
19_12_10_143812.txt_10	3	temperature	high	lower	leden
19_12_10_143812.txt_10	4	population	high	lower	Ëesk· republika
19_12_10_143812.txt_10	5	days	high	lower	merkur
19_12_10_143812.txt_10	6	length	high	lower	vojtech
19_12_10_143812.txt_10	7	price	low	higher	ökoda
19_12_10_143812.txt_10	8	unemployment	high	lower	plzensky
19_12_10_143812.txt_10	9	weight	low	higher	lev
19_12_10_143812.txt_10	10	salary	low	higher	˙¯ednÌk
19_12_13_101913.txt_10	1	population	high	lower	NÏmecko
19_12_13_101913.txt_10	2	unemployment	high	lower	⁄steck˝
19_12_13_101913.txt_10	3	distance	high	lower	Lond˝n
19_12_13_101913.txt_10	4	length	low	higher	Jan
19_12_13_101913.txt_10	5	days	low	higher	Uran
19_12_13_101913.txt_10	6	price	low	higher	Ford
19_12_13_101913.txt_10	7	age	low	higher	Miroslav Kalousek
19_12_13_101913.txt_10	8	temperature	low	higher	Ëerven
19_12_13_101913.txt_10	9	salary	low	higher	HasiË
19_12_13_101913.txt_10	10	weight	high	lower	Slon
19_12_13_160428.txt_10	1	unemployment	low	higher	St¯edoËesk˝
19_12_13_160428.txt_10	2	temperature	high	lower	duben
19_12_13_160428.txt_10	3	days	low	higher	Merkur
19_12_13_160428.txt_10	4	population	high	lower	äpanÏlsko
19_12_13_160428.txt_10	5	salary	low	higher	lÈka¯
19_12_13_160428.txt_10	6	length	high	lower	Pavla
19_12_13_160428.txt_10	7	age	low	higher	Mich·lek
19_12_13_160428.txt_10	8	distance	high	lower	VÌdeÚ
19_12_13_160428.txt_10	9	weight	high	higher	slon
19_12_13_160428.txt_10	10	price	high	lower	äkoda
19_12_18_132551.txt_10	1	salary	low	higher	truhl·¯
19_12_18_132551.txt_10	2	distance	high	higher	Madrid
19_12_18_132551.txt_10	3	weight	high	lower	lev
19_12_18_132551.txt_10	4	length	low	higher	Jan
19_12_18_132551.txt_10	5	age	low	higher	Dominik Feri
19_12_18_132551.txt_10	6	days	low	higher	jupiter
19_12_18_132551.txt_10	7	population	low	higher	Francie
19_12_18_132551.txt_10	8	temperature	low	higher	listopad
19_12_18_132551.txt_10	9	unemployment	low	higher	St¯edoËesk˝
19_12_18_132551.txt_10	10	price	low	higher	äkoda
19_12_20_102028.txt_10	1	length	low	higher	honza
19_12_20_102028.txt_10	2	temperature	low	higher	prosinec
19_12_20_102028.txt_10	3	price	high	lower	ökoda
19_12_20_102028.txt_10	4	age	high	lower	Kalousek
19_12_20_102028.txt_10	5	unemployment	high	lower	St¯edoËesk˝
19_12_20_102028.txt_10	6	distance	high	lower	Bratislava
19_12_20_102028.txt_10	7	days	high	lower	ZemÏ
19_12_20_102028.txt_10	8	salary	high	lower	dÏlnÌk
19_12_20_102028.txt_10	9	weight	high	lower	ûirafa
19_12_20_102028.txt_10	10	population	low	higher	»eska Republika
19_12_20_145127.txt_10	1	length	high	lower	jakub
19_12_20_145127.txt_10	2	unemployment	low	higher	moravskoslezsk˝
19_12_20_145127.txt_10	3	weight	high	higher	slon
19_12_20_145127.txt_10	4	price	low	higher	ökoda
19_12_20_145127.txt_10	5	days	low	higher	neptun
19_12_20_145127.txt_10	6	salary	low	higher	uËitel
19_12_20_145127.txt_10	7	temperature	high	lower	b¯ezen
19_12_20_145127.txt_10	8	distance	low	higher	¯Ìm
19_12_20_145127.txt_10	9	population	high	lower	slovensko
19_12_20_145127.txt_10	10	age	low	higher	fiala
19_11_21_132715.txt_11	1	days	low	higher	saturn
19_11_21_132715.txt_11	2	length	high	lower	Tom·ö
19_11_21_132715.txt_11	3	age	low	higher	nevÌm
19_11_21_132715.txt_11	4	unemployment	low	higher	St¯edoËesk˝
19_11_21_132715.txt_11	5	temperature	high	lower	leden
19_11_21_132715.txt_11	6	salary	high	lower	kuch·¯
19_11_21_132715.txt_11	7	population	high	lower	NÏmecko
19_11_21_132715.txt_11	8	distance	low	higher	Lisabon
19_11_21_132715.txt_11	9	price	high	lower	BMW
19_11_21_132715.txt_11	10	weight	low	higher	Slon
19_11_22_131537.txt_11	1	age	low	higher	Fiala, Feri, é·Ëek
19_11_22_131537.txt_11	2	population	low	higher	»esko, Slovensko
19_11_22_131537.txt_11	3	unemployment	low	higher	⁄steck˝
19_11_22_131537.txt_11	4	temperature	low	higher	B¯ezen
19_11_22_131537.txt_11	5	weight	low	higher	DelfÌn
19_11_22_131537.txt_11	6	length	high	lower	David
19_11_22_131537.txt_11	7	price	low	lower	Audi
19_11_22_131537.txt_11	8	salary	high	lower	BankÈ¯
19_11_22_131537.txt_11	9	days	low	higher	Mars
19_11_22_131537.txt_11	10	distance	high	lower	VÌdeÚ
19_11_22_143832.txt_11	1	length	low	higher	Miroslav
19_11_22_143832.txt_11	2	days	high	higher	Uran
19_11_22_143832.txt_11	3	price	low	higher	Toyota
19_11_22_143832.txt_11	4	weight	low	higher	Slon
19_11_22_143832.txt_11	5	temperature	low	higher	Leden
19_11_22_143832.txt_11	6	age	high	lower	Bartoö
19_11_22_143832.txt_11	7	distance	low	higher	Pa¯Ìû
19_11_22_143832.txt_11	8	salary	low	higher	knihovnÌk
19_11_22_143832.txt_11	9	population	low	higher	Slovinsko
19_11_22_143832.txt_11	10	unemployment	low	higher	ZlÌnsk˝
19_11_22_160115.txt_11	1	unemployment	high	lower	St¯edoËesk˝
19_11_22_160115.txt_11	2	population	low	higher	NÏmecko
19_11_22_160115.txt_11	3	length	low	higher	Josef
19_11_22_160115.txt_11	4	salary	low	higher	Kucha¯
19_11_22_160115.txt_11	5	temperature	low	higher	leden
19_11_22_160115.txt_11	6	weight	low	lower	Myö
19_11_22_160115.txt_11	7	price	low	lower	Opel
19_11_22_160115.txt_11	8	days	high	lower	Venuöe
19_11_22_160115.txt_11	9	age	low	higher	Dominik Feri
19_11_22_160115.txt_11	10	distance	high	higher	VÌdeÚ
19_11_26_131812.txt_11	1	population	high	lower	NÏmecko
19_11_26_131812.txt_11	2	salary	high	lower	sekret·¯ka
19_11_26_131812.txt_11	3	temperature	high	lower	Ëerven
19_11_26_131812.txt_11	4	length	high	lower	Jan
19_11_26_131812.txt_11	5	age	low	higher	Dominik Feri
19_11_26_131812.txt_11	6	weight	high	lower	tygr
19_11_26_131812.txt_11	7	distance	high	higher	Pa¯Ìû
19_11_26_131812.txt_11	8	days	high	lower	Merkur
19_11_26_131812.txt_11	9	price	low	higher	äkoda
19_11_26_131812.txt_11	10	unemployment	high	lower	VysoËina
19_11_26_143213.txt_11	1	population	low	lower	NÏmecko
19_11_26_143213.txt_11	2	unemployment	low	higher	St¯edoËesk˝
19_11_26_143213.txt_11	3	age	high	lower	NetuöÌm
19_11_26_143213.txt_11	4	temperature	high	lower	leden
19_11_26_143213.txt_11	5	length	low	higher	KarolÌna
19_11_26_143213.txt_11	6	weight	low	higher	Lev
19_11_26_143213.txt_11	7	days	high	lower	Mars
19_11_26_143213.txt_11	8	price	low	higher	äkoda
19_11_26_143213.txt_11	9	distance	low	higher	Budapest
19_11_26_143213.txt_11	10	salary	low	higher	˙ËetnÌ
19_11_26_163141.txt_11	1	price	low	higher	Audi
19_11_26_163141.txt_11	2	population	high	lower	Francie
19_11_26_163141.txt_11	3	unemployment	low	higher	PlzeÚsk˝
19_11_26_163141.txt_11	4	length	low	higher	Jana
19_11_26_163141.txt_11	5	distance	high	lower	KodaÚ
19_11_26_163141.txt_11	6	age	low	higher	Miroslav Kalousek
19_11_26_163141.txt_11	7	salary	low	higher	vychovatel
19_11_26_163141.txt_11	8	weight	high	lower	hroch
19_11_26_163141.txt_11	9	temperature	low	higher	z·¯Ì
19_11_26_163141.txt_11	10	days	high	lower	ZemÏ
19_11_27_145808.txt_11	1	weight	high	lower	tygr
19_11_27_145808.txt_11	2	days	high	lower	ZemÏ
19_11_27_145808.txt_11	3	price	high	lower	Clio
19_11_27_145808.txt_11	4	salary	low	lower	prodavaË
19_11_27_145808.txt_11	5	distance	low	higher	Pa¯Ìû
19_11_27_145808.txt_11	6	length	high	lower	Jan
19_11_27_145808.txt_11	7	temperature	low	higher	B¯ezen
19_11_27_145808.txt_11	8	population	low	higher	It·lie
19_11_27_145808.txt_11	9	unemployment	low	higher	Karlovarsk˝ kraj
19_11_27_145808.txt_11	10	age	high	lower	PospÌöil
19_11_27_162527.txt_11	1	age	low	higher	Kalousek
19_11_27_162527.txt_11	2	weight	high	lower	tygr
19_11_27_162527.txt_11	3	distance	high	higher	Pa¯Ìû
19_11_27_162527.txt_11	4	unemployment	high	lower	Praha
19_11_27_162527.txt_11	5	price	high	higher	Mercedes
19_11_27_162527.txt_11	6	temperature	low	higher	Ëerven
19_11_27_162527.txt_11	7	length	low	higher	Jan
19_11_27_162527.txt_11	8	salary	low	higher	skl·¯
19_11_27_162527.txt_11	9	days	low	higher	Merkur
19_11_27_162527.txt_11	10	population	high	higher	Lotyösko
19_11_28_125652.txt_11	1	price	low	higher	äkoda
19_11_28_125652.txt_11	2	unemployment	high	lower	Praha
19_11_28_125652.txt_11	3	population	high	lower	»esk· republika
19_11_28_125652.txt_11	4	salary	high	lower	recepËnÌ
